Python,Cython,Aceleracion
0.010027408599853516,0.0011603832244873047,8.641462913499076
0.009991884231567383,0.0011601448059082031,8.612618166872174
0.009887218475341797,0.0011601448059082031,8.522400328812166
0.009968757629394531,0.0011601448059082031,8.592683929305384
0.009908199310302734,0.0011637210845947266,8.514238885474288
0.0098724365234375,0.0011606216430664062,8.506162695152014
0.010031461715698242,0.0011632442474365234,8.623693379790941
0.009950876235961914,0.0011627674102783203,8.557924953865081
0.010136604309082031,0.0011620521545410156,8.723020106688551
0.00993490219116211,0.001168966293334961,8.498878237813583
0.010037899017333984,0.001165628433227539,8.611577009613418
0.009938478469848633,0.0011599063873291016,8.568345323741006
0.010029792785644531,0.0011603832244873047,8.643517567289912
0.009893178939819336,0.00115966796875,8.531044407894736
0.010029792785644531,0.0011644363403320312,8.613431613431613
0.009907007217407227,0.001163482666015625,8.514959016393442
0.010100603103637695,0.0011608600616455078,8.70096529061409
0.01000213623046875,0.0011601448059082031,8.621454993834773
0.010658740997314453,0.001161813735961914,9.174225323209521
0.009969711303710938,0.0011603832244873047,8.591740291760837
0.010089635848999023,0.0011644363403320312,8.664823914823915
0.009963274002075195,0.0011646747589111328,8.554554759467758
0.009994268417358398,0.0011606216430664062,8.61113393590797
0.009924888610839844,0.0011601448059082031,8.554870530209618
0.010026693344116211,0.0011603832244873047,8.640846517361824
0.009981393814086914,0.0011641979217529297,8.573622772885521
0.010063886642456055,0.0011677742004394531,8.61800734993875
0.009915351867675781,0.0011603832244873047,8.544894185329772
0.010018587112426758,0.0011603832244873047,8.63386069447298
0.009937763214111328,0.0011601448059082031,8.56596794081381
