Python,Cython,Aceleracion
5.841255187988281e-05,3.0994415283203125e-06,18.846153846153847
6.413459777832031e-05,3.337860107421875e-06,19.214285714285715
5.7697296142578125e-05,3.337860107421875e-06,17.285714285714285
5.53131103515625e-05,3.337860107421875e-06,16.571428571428573
6.127357482910156e-05,2.86102294921875e-06,21.416666666666668
5.507469177246094e-05,3.337860107421875e-06,16.5
5.364418029785156e-05,3.0994415283203125e-06,17.307692307692307
5.555152893066406e-05,3.337860107421875e-06,16.642857142857142
5.2928924560546875e-05,3.0994415283203125e-06,17.076923076923077
6.270408630371094e-05,3.0994415283203125e-06,20.23076923076923
5.841255187988281e-05,5.9604644775390625e-06,9.8
5.245208740234375e-05,3.337860107421875e-06,15.714285714285714
5.626678466796875e-05,4.5299530029296875e-06,12.421052631578947
5.364418029785156e-05,3.337860107421875e-06,16.071428571428573
5.602836608886719e-05,4.0531158447265625e-06,13.823529411764707
5.269050598144531e-05,4.0531158447265625e-06,13.0
6.222724914550781e-05,3.337860107421875e-06,18.642857142857142
5.53131103515625e-05,3.337860107421875e-06,16.571428571428573
5.8650970458984375e-05,3.814697265625e-06,15.375
5.364418029785156e-05,3.337860107421875e-06,16.071428571428573
5.364418029785156e-05,3.337860107421875e-06,16.071428571428573
6.437301635742188e-05,3.337860107421875e-06,19.285714285714285
4.9591064453125e-05,3.337860107421875e-06,14.857142857142858
5.412101745605469e-05,3.814697265625e-06,14.1875
5.650520324707031e-05,3.0994415283203125e-06,18.23076923076923
5.412101745605469e-05,3.0994415283203125e-06,17.46153846153846
5.698204040527344e-05,3.0994415283203125e-06,18.384615384615383
5.078315734863281e-05,3.0994415283203125e-06,16.384615384615383
6.246566772460938e-05,3.814697265625e-06,16.375
5.91278076171875e-05,3.0994415283203125e-06,19.076923076923077
