Python,Cython,Aceleracion
0.026381254196166992,0.00039887428283691406,66.13927077106993
0.026196718215942383,0.00039696693420410156,65.99219219219219
0.026180505752563477,0.0003952980041503906,66.229794933655
0.026076078414916992,0.00039458274841308594,66.08519637462236
0.026324748992919922,0.00039768218994140625,66.19544364508393
0.026115894317626953,0.0003962516784667969,65.90734055354994
0.0261991024017334,0.0003943443298339844,66.43712212817412
0.0260317325592041,0.0003943443298339844,66.01269649334945
0.026244401931762695,0.0003941059112548828,66.59225650332728
0.02615213394165039,0.00039839744567871094,65.64332734889288
0.026305437088012695,0.0003943443298339844,66.70677146311971
0.026350975036621094,0.00039839744567871094,66.14242968282466
0.027451515197753906,0.00039958953857421875,68.69928400954655
0.02687382698059082,0.0003993511199951172,67.29373134328358
0.028731822967529297,0.0003974437713623047,72.29154169166166
0.027846336364746094,0.0003962516784667969,70.27436823104694
0.02621746063232422,0.00039887428283691406,65.72863120143455
0.026287078857421875,0.0004019737243652344,65.3950177935943
0.02642083168029785,0.0003955364227294922,66.79746835443038
0.026172161102294922,0.00039505958557128906,66.24864212432107
0.026301860809326172,0.00039505958557128906,66.57694628847314
0.03072214126586914,0.0007534027099609375,40.777848101265825
0.026309967041015625,0.0003952980041503906,66.55729794933654
0.02641773223876953,0.0003960132598876953,66.70921131848284
0.02728581428527832,0.0004172325134277344,65.39714285714285
0.0262906551361084,0.0003981590270996094,66.03053892215569
0.026209115982055664,0.0003955364227294922,66.2622061482821
0.026297807693481445,0.0003952980041503906,66.52653799758745
0.02647876739501953,0.0003991127014160156,66.34408602150538
0.026345252990722656,0.0003981590270996094,66.16766467065868
