Python,Cython,Aceleracion
0.09961581230163574,0.011970281600952148,8.321927221303802
0.09932661056518555,0.012008905410766602,8.271079433778713
0.0997781753540039,0.011973857879638672,8.333001473457847
0.09935426712036133,0.011960983276367188,8.306530059001753
0.10559821128845215,0.011989593505859375,8.807488864142538
0.09965705871582031,0.012003183364868164,8.302552388519217
0.09993672370910645,0.01198720932006836,8.336946577031703
0.09953665733337402,0.01198124885559082,8.307703022705113
0.10558295249938965,0.01198887825012207,8.806741573033708
0.09952044486999512,0.01197671890258789,8.30949157940837
0.10558462142944336,0.011987447738647461,8.807931740885858
0.10516500473022461,0.011967658996582031,8.78743326161447
0.09933328628540039,0.011970043182373047,8.298490220292395
0.09956908226013184,0.012002944946289062,8.29538773240108
0.09922623634338379,0.011976242065429688,8.28525641025641
0.09930944442749023,0.011970758438110352,8.296002708677728
0.09955763816833496,0.01195383071899414,8.32851330328294
0.11578226089477539,0.01198577880859375,9.659969764481222
0.10750985145568848,0.011959075927734375,8.98981259968102
0.10079717636108398,0.012035608291625977,8.374913333729522
0.0994718074798584,0.011966943740844727,8.312214850676389
0.09946417808532715,0.011969566345214844,8.30975619472552
0.0998997688293457,0.011980772018432617,8.33834152554178
0.09925127029418945,0.011972188949584961,8.290152344916857
0.0996708869934082,0.011960506439208984,8.333333333333334
0.09927535057067871,0.011963605880737305,8.29811275633233
0.10119867324829102,0.011981487274169922,8.446253034584311
0.0994260311126709,0.011985301971435547,8.295663417545256
0.1034843921661377,0.01200103759765625,8.62295375079466
0.09949231147766113,0.011976242065429688,8.307473323777671
