Python,Cython,Aceleracion
7.7379491329193115,4.714926481246948,1.6411600824946204
7.725482702255249,4.712810754776001,1.6392516280069556
7.714064598083496,4.704501628875732,1.6397198272257756
7.7230119705200195,4.701184034347534,1.642780183480283
7.775777816772461,4.722448348999023,1.6465564559156323
7.75803279876709,4.7147345542907715,1.645486656657411
7.781367301940918,4.705298185348511,1.6537458404168215
7.780162811279297,4.727992534637451,1.6455531082761936
7.784963369369507,4.7128870487213135,1.6518459468451934
7.764795303344727,4.717265844345093,1.6460372511447314
7.75422477722168,4.70114541053772,1.6494330849329646
7.788711309432983,4.710988521575928,1.6533072143481875
7.76752233505249,4.703434228897095,1.651457627988112
7.7290074825286865,4.704046249389648,1.64305516416458
7.72756552696228,4.705657005310059,1.6421863128235175
7.782494306564331,4.712198257446289,1.651563427804913
7.742422819137573,4.719038486480713,1.6406780409438004
7.754494667053223,4.722583293914795,1.6420027312266035
7.757684946060181,4.720299005508423,1.6434732073131884
7.817111015319824,4.722102403640747,1.6554302188137262
7.737447500228882,4.749445915222168,1.6291263524930448
7.800506591796875,4.715832710266113,1.6541101160810037
7.747956037521362,4.7009968757629395,1.6481517095805178
7.862771511077881,4.736731052398682,1.6599573469758584
7.810778617858887,4.731341123580933,1.6508593258960096
7.738235235214233,4.713893175125122,1.6415805254239422
7.704296588897705,4.717372417449951,1.63317540086487
7.748381614685059,4.704495668411255,1.647016420211042
7.820101976394653,4.710900068283081,1.6600016691172865
7.7620415687561035,4.707931041717529,1.648716070812368
