Python,Cython,Aceleracion
0.7836062908172607,0.4700608253479004,1.6670316873083388
0.7823209762573242,0.470705509185791,1.662017888022076
0.7877635955810547,0.4687671661376953,1.6805007954624058
0.7801074981689453,0.5112366676330566,1.5259224299788927
0.7892241477966309,0.4905104637145996,1.6089853452256544
0.801027774810791,0.4708540439605713,1.7012230968071882
0.7916631698608398,0.47847986221313477,1.6545381161897263
0.7828054428100586,0.47738122940063477,1.6397909984707448
0.7668828964233398,0.46991586685180664,1.6319578684607072
0.7702510356903076,0.4688758850097656,1.6427610382953797
0.7667620182037354,0.4769611358642578,1.6075985243836604
0.7787265777587891,0.4672129154205322,1.6667488249075209
0.773392915725708,0.4721565246582031,1.6380011189839465
0.829136848449707,0.4683833122253418,1.7702100540482208
0.7754037380218506,0.4674198627471924,1.6589019847477762
0.771906852722168,0.4679262638092041,1.6496335265269728
0.7740786075592041,0.4675276279449463,1.6556852713961019
0.7738509178161621,0.4689621925354004,1.6501349791811772
0.7802374362945557,0.4709291458129883,1.6568043053432022
0.7863767147064209,0.4913606643676758,1.600406324178181
0.8122320175170898,0.4680798053741455,1.735242597932326
0.7762017250061035,0.4688591957092285,1.6555113605737595
0.768829345703125,0.46778154373168945,1.643564941809912
0.7752275466918945,0.46538233757019043,1.6657863526566954
0.7710151672363281,0.46674108505249023,1.6519119313218782
0.7647161483764648,0.46773552894592285,1.634932779427319
0.7661197185516357,0.4678478240966797,1.6375404118440846
0.7797303199768066,0.4713120460510254,1.6543823280349408
0.7964730262756348,0.46713995933532715,1.7049987061884004
0.7772831916809082,0.46843743324279785,1.6593105856210069
